KEYMAP_FILE_NAME	ACTION_ID
$default.xml	Find
$default.xml	FindInPath
$default.xml	FindNext
$default.xml	FindPrevious
$default.xml	FindPrevWordAtCaret
$default.xml	FindUsages
$default.xml	FindUsagesInFile
$default.xml	FindWordAtCaret
$default.xml	FocusEditor
$default.xml	ForceRefresh
$default.xml	ForceRunToCursor
$default.xml	ForceStepInto
$default.xml	ForceStepOver
$default.xml	Forward
$default.xml	FullyExpandTreeNode
$default.xml	Generate
$default.xml	Git.New.Branch.In.Log
$default.xml	Git.Rename.Local.Branch
$default.xml	Git.Reword.Commit
$default.xml	GitNewBranchAction
$default.xml	GotoAction
$default.xml	GotoBookmark0
$default.xml	GotoBookmark1
$default.xml	GotoBookmark2
$default.xml	GotoBookmark3
$default.xml	GotoBookmark4
$default.xml	GotoBookmark5
$default.xml	GotoBookmark6
$default.xml	GotoBookmark7
$default.xml	GotoBookmark8
$default.xml	GotoBookmark9
$default.xml	GotoChangedFile
$default.xml	GotoClass
$default.xml	GotoCustomRegion
$default.xml	GotoDeclaration
$default.xml	GotoFile
$default.xml	GotoImplementation
$default.xml	GotoLine
$default.xml	GotoNextError
$default.xml	GotoPreviousError
$default.xml	GotoRelated
$default.xml	GotoSuperMethod
$default.xml	GotoSymbol
$default.xml	GotoTest
$default.xml	GotoTypeDeclaration
$default.xml	HideActiveWindow
$default.xml	HideAllWindows
$default.xml	HideSideWindows
$default.xml	HighlightUsagesInFile
$default.xml	HippieBackwardCompletion
$default.xml	HippieCompletion
$default.xml	ImplementMethods
$default.xml	Inline
$default.xml	InsertLiveTemplate
$default.xml	IntroduceConstant
$default.xml	IntroduceField
$default.xml	IntroduceParameter
$default.xml	IntroduceVariable
$default.xml	JumpToLastChange
$default.xml	JumpToLastWindow
$default.xml	MainMenuButton.ShowMenu
$default.xml	MaintenanceAction
$default.xml	MaximizeToolWindow
$default.xml	MethodDown
$default.xml	MethodHierarchy
$default.xml	MethodOverloadSwitchDown
$default.xml	MethodOverloadSwitchUp
$default.xml	MethodUp
$default.xml	Move
$default.xml	MoveElementLeft
$default.xml	MoveElementRight
$default.xml	MoveLineDown
$default.xml	MoveLineUp
$default.xml	MoveStatementDown
$default.xml	MoveStatementUp
$default.xml	NewElement
$default.xml	NewElementSamePlace
$default.xml	NewScratchFile
$default.xml	NextDiff
$default.xml	NextEditorTab
$default.xml	NextOccurence
$default.xml	NextParameter
$default.xml	NextProjectWindow
$default.xml	NextTab
$default.xml	NextTemplateVariable
$default.xml	OpenInRightSplit
$default.xml	OptimizeImports
$default.xml	OverrideMethods
$default.xml	ParameterInfo
$default.xml	PasteMultiple
$default.xml	PopupHector
$default.xml	PreviousDiff
$default.xml	PreviousEditorTab
$default.xml	PreviousOccurence
$default.xml	PreviousProjectWindow
$default.xml	PreviousTab
$default.xml	PreviousTemplateVariable
$default.xml	PrevParameter
$default.xml	QuickActionPopup
$default.xml	QuickChangeScheme
$default.xml	QuickEvaluateExpression
$default.xml	QuickImplementations
$default.xml	QuickJavaDoc
$default.xml	RecentChangedFiles
$default.xml	RecentFiles
$default.xml	RecentLocations
$default.xml	Refactorings.QuickListPopupAction
$default.xml	ReformatCode
$default.xml	Refresh
$default.xml	RenameElement
$default.xml	Replace
$default.xml	ReplaceInPath
$default.xml	Rerun
$default.xml	RerunTests
$default.xml	ResizeToolWindowDown
$default.xml	ResizeToolWindowLeft
$default.xml	ResizeToolWindowRight
$default.xml	ResizeToolWindowUp
$default.xml	RestoreDefaultLayout
$default.xml	Resume
$default.xml	Run
$default.xml	RunClass
$default.xml	RunCoverage
$default.xml	RunInspection
$default.xml	RunToCursor
$default.xml	SafeDelete
$default.xml	SaveAll
$default.xml	SearchEverywhere.CompleteCommand
$default.xml	SearchEverywhere.NavigateToNextGroup
$default.xml	SearchEverywhere.NavigateToPrevGroup
$default.xml	SearchEverywhere.NextTab
$default.xml	SearchEverywhere.PrevTab
$default.xml	SearchEverywhere.SelectItem
$default.xml	SelectAllOccurrences
$default.xml	SelectIn
$default.xml	SelectNextOccurrence
$default.xml	SelectVirtualTemplateElement
$default.xml	SendEOF
$default.xml	ServiceView.GroupByContributor
$default.xml	ServiceView.GroupByServiceGroups
$default.xml	ServiceView.ShowServices
$default.xml	ShelveChanges.UnshelveWithDialog
$default.xml	ShelvedChanges.Rename
$default.xml	ShowBookmarks
$default.xml	ShowContent
$default.xml	ShowErrorDescription
$default.xml	ShowExecutionPoint
$default.xml	ShowFilePath
$default.xml	ShowFilterPopup
$default.xml	ShowIntentionActions
$default.xml	ShowNavBar
$default.xml	ShowPopupMenu
$default.xml	ShowProjectStructureSettings
$default.xml	ShowReformatFileDialog
$default.xml	ShowSearchHistory
$default.xml	ShowSettings
$default.xml	ShowSettingsAndFindUsages
$default.xml	ShowTypeBookmarks
$default.xml	ShowUsages
$default.xml	SmartStepInto
$default.xml	SmartTypeCompletion
$default.xml	SplitChooser
$default.xml	SplitChooser.Duplicate
$default.xml	SplitChooser.NextWindow
$default.xml	SplitChooser.PreviousWindow
$default.xml	SplitChooser.Split
$default.xml	SplitChooser.SplitCenter
$default.xml	StepInto
$default.xml	StepOut
$default.xml	StepOver
$default.xml	Stop
$default.xml	StopBackgroundProcesses
$default.xml	StructuralSearchPlugin.StructuralReplaceAction
$default.xml	StructuralSearchPlugin.StructuralSearchAction
$default.xml	SurroundWith
$default.xml	SurroundWithLiveTemplate
$default.xml	SwitchCoverage
$default.xml	Switcher
$default.xml	SwitcherIterateItems
$default.xml	SwitcherRecentEditedChangedToggleCheckBox
$default.xml	SwitchHeaderSource
$default.xml	Synchronize
$default.xml	TextSearchAction
$default.xml	TodoViewGroupByFlattenPackage
$default.xml	TodoViewGroupByShowModules
$default.xml	TodoViewGroupByShowPackages
$default.xml	ToggleBookmark
$default.xml	ToggleBookmark0
$default.xml	ToggleBookmark1
$default.xml	ToggleBookmark2
$default.xml	ToggleBookmark3
$default.xml	ToggleBookmark4
$default.xml	ToggleBookmark5
$default.xml	ToggleBookmark6
$default.xml	ToggleBookmark7
$default.xml	ToggleBookmark8
$default.xml	ToggleBookmark9
$default.xml	ToggleBookmarkWithMnemonic
$default.xml	ToggleFindInSelection
$default.xml	ToggleLineBreakpoint
$default.xml	TogglePopupHints
$default.xml	ToggleReadOnlyAttribute
$default.xml	ToggleRenderedDocPresentation
$default.xml	ToggleTemporaryLineBreakpoint
$default.xml	TypeHierarchy
$default.xml	UnselectPreviousOccurrence
$default.xml	Unwrap
$default.xml	UsageFiltering.Imports
$default.xml	UsageFiltering.ReadAccess
$default.xml	UsageFiltering.WriteAccess
$default.xml	UsageGrouping.Directory
$default.xml	UsageGrouping.DirectoryStructure
$default.xml	UsageGrouping.FileStructure
$default.xml	UsageGrouping.FlattenModules
$default.xml	UsageGrouping.Module
$default.xml	UsageGrouping.UsageType
$default.xml	UsageView.Include
$default.xml	ValidateXml
$default.xml	Vcs.MoveChangedLinesToChangelist
$default.xml	Vcs.QuickListPopupAction
$default.xml	Vcs.RollbackChangedLines
$default.xml	Vcs.ShowMessageHistory
$default.xml	Vcs.ToggleAmendCommitMode
$default.xml	VcsHistory.ShowAllAffected
$default.xml	VcsShowNextChangeMarker
$default.xml	VcsShowPrevChangeMarker
$default.xml	ViewBreakpoints
$default.xml	ViewSource
$default.xml	XDebugger.AttachToProcess
$default.xml	XDebugger.JumpToTypeSource
$default.xml	XDebugger.NewWatch
$default.xml	XDebugger.SetValue
Default for GNOME.xml	Back
Default for GNOME.xml	EvaluateExpression
Default for GNOME.xml	Find
Default for GNOME.xml	FindUsages
Default for GNOME.xml	Forward
Default for GNOME.xml	IDEtalk.SearchUserHistory
Default for GNOME.xml	MoveLineDown
Default for GNOME.xml	MoveLineUp
Default for GNOME.xml	NextOccurence
Default for GNOME.xml	PreviousOccurence
Default for GNOME.xml	SelectIn
Default for GNOME.xml	ShowExecutionPoint
Default for KDE.xml	ChangeSignature
Default for KDE.xml	CloseActiveTab
Default for KDE.xml	CloseContent
Default for KDE.xml	CompileDirty
Default for KDE.xml	EvaluateExpression
Default for KDE.xml	FileStructurePopup
Default for KDE.xml	Find
Default for KDE.xml	FindPrevWordAtCaret
Default for KDE.xml	FindUsages
Default for KDE.xml	FindUsagesInFile
Default for KDE.xml	FindWordAtCaret
Default for KDE.xml	ForceRefresh
Default for KDE.xml	GotoBookmark0
Default for KDE.xml	GotoBookmark1
Default for KDE.xml	GotoBookmark2
Default for KDE.xml	GotoBookmark3
Default for KDE.xml	GotoBookmark4
Default for KDE.xml	GotoBookmark5
Default for KDE.xml	GotoBookmark6
Default for KDE.xml	GotoBookmark7
Default for KDE.xml	GotoBookmark8
Default for KDE.xml	GotoBookmark9
Default for KDE.xml	HighlightUsagesInFile
Default for KDE.xml	IDEtalk.SearchUserHistory
Default for KDE.xml	IntroduceVariable
Default for KDE.xml	ReformatCode
Default for KDE.xml	Refresh
Default for KDE.xml	Rerun
Default for KDE.xml	RestoreDefaultLayout
Default for KDE.xml	SelectIn
Default for KDE.xml	ShowErrorDescription
Default for KDE.xml	ShowExecutionPoint
Default for KDE.xml	Stop
Default for KDE.xml	ToggleBookmark0
Default for KDE.xml	ToggleBookmark1
Default for KDE.xml	ToggleBookmark2
Default for KDE.xml	ToggleBookmark3
Default for KDE.xml	ToggleBookmark4
Default for KDE.xml	ToggleBookmark5
Default for KDE.xml	ToggleBookmark6
Default for KDE.xml	ToggleBookmark7
Default for KDE.xml	ToggleBookmark8
Default for KDE.xml	ToggleBookmark9
Default for KDE.xml	ToggleLineBreakpoint
Default for KDE.xml	ViewBreakpoints
Default for XWin.xml	ActivateNuGetToolWindow
Default for XWin.xml	ActivateUnitTestsToolWindow
Default for XWin.xml	FileChooserList.Root
Default for XWin.xml	ForceRunToCursor
Default for XWin.xml	Images.EditExternally
Default for XWin.xml	QuickEvaluateExpression
Default for XWin.xml	RunToCursor
Default for XWin.xml	ShowFilePath
Default for XWin.xml	ShowSettingsAndFindUsages
Default for XWin.xml	ShowUsages
Default for XWin.xml	SwitchCoverage
Default for XWin.xml	XDebugger.AttachToProcess
Eclipse (Mac OS X).xml	$Redo
Eclipse (Mac OS X).xml	$Undo
Eclipse (Mac OS X).xml	ActivateBookmarksToolWindow
Eclipse (Mac OS X).xml	ActivateFavoritesToolWindow
Eclipse (Mac OS X).xml	ActivateFindToolWindow
Eclipse (Mac OS X).xml	ActivateNavBar
Eclipse (Mac OS X).xml	ActivateProjectToolWindow
Eclipse (Mac OS X).xml	AutoIndentLines
Eclipse (Mac OS X).xml	Back
Eclipse (Mac OS X).xml	ChangeSignature
Eclipse (Mac OS X).xml	ChangesView.Revert
Eclipse (Mac OS X).xml	ChangeTypeSignature
Eclipse (Mac OS X).xml	CheckinProject
Eclipse (Mac OS X).xml	CloseActiveTab
Eclipse (Mac OS X).xml	CloseAllEditors
Eclipse (Mac OS X).xml	CloseEditor
Eclipse (Mac OS X).xml	CodeInspection.OnEditor
Eclipse (Mac OS X).xml	CollapseAll
Eclipse (Mac OS X).xml	CollapseAllRegions
Eclipse (Mac OS X).xml	CollapseBlock
Eclipse (Mac OS X).xml	CollapseExpandableComponent
Eclipse (Mac OS X).xml	CollapseRegion
Eclipse (Mac OS X).xml	CollapseSelection
Eclipse (Mac OS X).xml	CommentByBlockComment
Eclipse (Mac OS X).xml	CompileDirty
Eclipse (Mac OS X).xml	CopyElement
Eclipse (Mac OS X).xml	Debug
Eclipse (Mac OS X).xml	DelegateMethods
Eclipse (Mac OS X).xml	Diff.NextChange
Eclipse (Mac OS X).xml	Diff.PrevChange
Eclipse (Mac OS X).xml	EditorCodeBlockEnd
Eclipse (Mac OS X).xml	EditorDecreaseFontSizeGlobal
Eclipse (Mac OS X).xml	EditorDeleteLine
Eclipse (Mac OS X).xml	EditorDeleteToLineEnd
Eclipse (Mac OS X).xml	EditorDeleteToWordEnd
Eclipse (Mac OS X).xml	EditorDeleteToWordEndInDifferentHumpsMode
Eclipse (Mac OS X).xml	EditorDeleteToWordStart
Eclipse (Mac OS X).xml	EditorDeleteToWordStartInDifferentHumpsMode
Eclipse (Mac OS X).xml	EditorDuplicate
Eclipse (Mac OS X).xml	EditorDuplicateLines
Eclipse (Mac OS X).xml	EditorIncreaseFontSizeGlobal
Eclipse (Mac OS X).xml	EditorIndentSelection
Eclipse (Mac OS X).xml	EditorMoveToPageBottom
Eclipse (Mac OS X).xml	EditorMoveToPageTop
Eclipse (Mac OS X).xml	EditorNextWordWithSelection
Eclipse (Mac OS X).xml	EditorPreviousWordWithSelection
Eclipse (Mac OS X).xml	EditorSelectWord
Eclipse (Mac OS X).xml	EditorToggleCase
Eclipse (Mac OS X).xml	EditorUnSelectWord
Eclipse (Mac OS X).xml	EditSource
Eclipse (Mac OS X).xml	EvaluateExpression
Eclipse (Mac OS X).xml	ExpandAll
Eclipse (Mac OS X).xml	ExpandAllRegions
Eclipse (Mac OS X).xml	ExpandAllToLevel1
Eclipse (Mac OS X).xml	ExpandAllToLevel2
Eclipse (Mac OS X).xml	ExpandAllToLevel3
Eclipse (Mac OS X).xml	ExpandAllToLevel4
Eclipse (Mac OS X).xml	ExpandAllToLevel5
Eclipse (Mac OS X).xml	ExpandExpandableComponent
Eclipse (Mac OS X).xml	ExpandRegion
Eclipse (Mac OS X).xml	ExpandToLevel1
Eclipse (Mac OS X).xml	ExpandToLevel2
Eclipse (Mac OS X).xml	ExpandToLevel3
Eclipse (Mac OS X).xml	ExpandToLevel4
Eclipse (Mac OS X).xml	ExpandToLevel5
Eclipse (Mac OS X).xml	ExpressionTypeInfo
Eclipse (Mac OS X).xml	ExternalJavaDoc
Eclipse (Mac OS X).xml	ExtractMethod
Eclipse (Mac OS X).xml	FileStructurePopup
Eclipse (Mac OS X).xml	Find
Eclipse (Mac OS X).xml	FindInPath
Eclipse (Mac OS X).xml	FindNext
Eclipse (Mac OS X).xml	FindPrevious
Eclipse (Mac OS X).xml	FindPrevWordAtCaret
Eclipse (Mac OS X).xml	FindUsages
Eclipse (Mac OS X).xml	FindUsagesInFile
Eclipse (Mac OS X).xml	FindWordAtCaret
Eclipse (Mac OS X).xml	ForceRefresh
Eclipse (Mac OS X).xml	ForceStepInto
Eclipse (Mac OS X).xml	ForceStepOver
Eclipse (Mac OS X).xml	Forward
Eclipse (Mac OS X).xml	GotoAction
Eclipse (Mac OS X).xml	GotoChangedFile
Eclipse (Mac OS X).xml	GotoClass
Eclipse (Mac OS X).xml	GotoDeclaration
Eclipse (Mac OS X).xml	GotoFile
Eclipse (Mac OS X).xml	GotoImplementation
Eclipse (Mac OS X).xml	GotoLine
Eclipse (Mac OS X).xml	GotoNextElementUnderCaretUsage
Eclipse (Mac OS X).xml	GotoNextError
Eclipse (Mac OS X).xml	GotoPrevElementUnderCaretUsage
Eclipse (Mac OS X).xml	GotoPreviousError
Eclipse (Mac OS X).xml	GotoSuperMethod
Eclipse (Mac OS X).xml	GotoTest
Eclipse (Mac OS X).xml	GotoTypeDeclaration
Eclipse (Mac OS X).xml	GuiDesigner.EditComponent
Eclipse (Mac OS X).xml	GuiDesigner.EditGroup
Eclipse (Mac OS X).xml	HighlightUsagesInFile
Eclipse (Mac OS X).xml	HippieBackwardCompletion
Eclipse (Mac OS X).xml	HippieCompletion
Eclipse (Mac OS X).xml	IDEtalk.Rename
Eclipse (Mac OS X).xml	Images.ShowThumbnails
Eclipse (Mac OS X).xml	Images.Thumbnails.ToggleRecursive
Eclipse (Mac OS X).xml	ImplementMethods
Eclipse (Mac OS X).xml	IncrementalSearch
Eclipse (Mac OS X).xml	Inline
Eclipse (Mac OS X).xml	InsertLiveTemplate
Eclipse (Mac OS X).xml	IntroduceConstant
Eclipse (Mac OS X).xml	IntroduceVariable
Eclipse (Mac OS X).xml	JumpToLastChange
Eclipse (Mac OS X).xml	JumpToLastWindow
Eclipse (Mac OS X).xml	MethodDown
Eclipse (Mac OS X).xml	MethodUp
Eclipse (Mac OS X).xml	Move
Eclipse (Mac OS X).xml	MoveLineDown
Eclipse (Mac OS X).xml	MoveLineUp
Eclipse (Mac OS X).xml	MoveStatementDown
Eclipse (Mac OS X).xml	MoveStatementUp
Eclipse (Mac OS X).xml	NextDiff
Eclipse (Mac OS X).xml	NextEditorTab
Eclipse (Mac OS X).xml	NextOccurence
Eclipse (Mac OS X).xml	NextTab
Eclipse (Mac OS X).xml	OptimizeImports
Eclipse (Mac OS X).xml	OverrideMethods
Eclipse (Mac OS X).xml	ParameterInfo
Eclipse (Mac OS X).xml	PreviousEditorTab
Eclipse (Mac OS X).xml	PreviousOccurence
Eclipse (Mac OS X).xml	PreviousTab
Eclipse (Mac OS X).xml	Print
Eclipse (Mac OS X).xml	QuickJavaDoc
Eclipse (Mac OS X).xml	RecentChanges
Eclipse (Mac OS X).xml	ReformatCode
Eclipse (Mac OS X).xml	Refresh
Eclipse (Mac OS X).xml	Replace
Eclipse (Mac OS X).xml	ReplaceInPath
Eclipse (Mac OS X).xml	Rerun
Eclipse (Mac OS X).xml	ResizeToolWindowDown
Eclipse (Mac OS X).xml	ResizeToolWindowLeft
Eclipse (Mac OS X).xml	ResizeToolWindowRight
Eclipse (Mac OS X).xml	ResizeToolWindowUp
Eclipse (Mac OS X).xml	Resume
Eclipse (Mac OS X).xml	Run
Eclipse (Mac OS X).xml	RunToCursor
Eclipse (Mac OS X).xml	SafeDelete
Eclipse (Mac OS X).xml	SearchEverywhere.NavigateToNextGroup
Eclipse (Mac OS X).xml	SearchEverywhere.NavigateToPrevGroup
Eclipse (Mac OS X).xml	SelectIn
Eclipse (Mac OS X).xml	ServiceView.ShowServices
Eclipse (Mac OS X).xml	ShowFilePath
Eclipse (Mac OS X).xml	ShowIntentionActions
Eclipse (Mac OS X).xml	ShowIntentionActions
Eclipse (Mac OS X).xml	ShowNavBar
Eclipse (Mac OS X).xml	ShowPopupMenu
Eclipse (Mac OS X).xml	SmartStepInto
Eclipse (Mac OS X).xml	SmartTypeCompletion
Eclipse (Mac OS X).xml	StepInto
Eclipse (Mac OS X).xml	StepOut
Eclipse (Mac OS X).xml	StepOver
Eclipse (Mac OS X).xml	StructuralSearchPlugin.StructuralReplaceAction
Eclipse (Mac OS X).xml	SurroundWith
Eclipse (Mac OS X).xml	Synchronize
Eclipse (Mac OS X).xml	tasks.goto
Eclipse (Mac OS X).xml	tasks.switch
Eclipse (Mac OS X).xml	ToggleBookmark
Eclipse (Mac OS X).xml	ToggleLineBreakpoint
Eclipse (Mac OS X).xml	TypeHierarchy
Eclipse (Mac OS X).xml	Unwrap
Eclipse (Mac OS X).xml	Vcs.RollbackChangedLines
Eclipse (Mac OS X).xml	Vcs.UpdateProject
Eclipse (Mac OS X).xml	XDebugger.Inspect
Eclipse.xml	$Redo
Eclipse.xml	$Undo
Eclipse.xml	ActivateNavBar
Eclipse.xml	AutoIndentLines
Eclipse.xml	Back
Eclipse.xml	ChangeSignature
Eclipse.xml	ChangesView.Move
Eclipse.xml	ChangesView.Rename
Eclipse.xml	CheckinProject
Eclipse.xml	CloseActiveTab
Eclipse.xml	CloseAllEditors
Eclipse.xml	CloseEditor
Eclipse.xml	CodeInspection.OnEditor
Eclipse.xml	CollapseAll
Eclipse.xml	CollapseAllRegions
Eclipse.xml	CollapseExpandableComponent
Eclipse.xml	CollapseRegion
Eclipse.xml	CommentByBlockComment
Eclipse.xml	CompileDirty
Eclipse.xml	context.clear
Eclipse.xml	CopyElement
Eclipse.xml	Debug
Eclipse.xml	DelegateMethods
Eclipse.xml	Diff.ApplyLeftSide
Eclipse.xml	Diff.ApplyRightSide
Eclipse.xml	Diff.NextChange
Eclipse.xml	Diff.PrevChange
Eclipse.xml	EditorAddCaretPerSelectedLine
Eclipse.xml	EditorCodeBlockEnd
Eclipse.xml	EditorDecreaseFontSizeGlobal
Eclipse.xml	EditorDeleteLine
Eclipse.xml	EditorDeleteToLineEnd
Eclipse.xml	EditorDuplicate
Eclipse.xml	EditorDuplicateLines
Eclipse.xml	EditorIncreaseFontSizeGlobal
Eclipse.xml	EditorIndentSelection
Eclipse.xml	EditorMatchBrace
Eclipse.xml	EditorMoveToPageBottom
Eclipse.xml	EditorMoveToPageTop
Eclipse.xml	EditorNextWordWithSelection
Eclipse.xml	EditorPreviousWordWithSelection
Eclipse.xml	EditorSelectWord
Eclipse.xml	EditorToggleCase
Eclipse.xml	EditorUnSelectWord
Eclipse.xml	EditSource
Eclipse.xml	EvaluateExpression
Eclipse.xml	ExpandAll
Eclipse.xml	ExpandAllRegions
Eclipse.xml	ExpandAllToLevel1
Eclipse.xml	ExpandAllToLevel2
Eclipse.xml	ExpandAllToLevel3
Eclipse.xml	ExpandAllToLevel4
Eclipse.xml	ExpandAllToLevel5
Eclipse.xml	ExpandExpandableComponent
Eclipse.xml	ExpandRegion
Eclipse.xml	ExpandToLevel1
Eclipse.xml	ExpandToLevel2
Eclipse.xml	ExpandToLevel3
Eclipse.xml	ExpandToLevel4
Eclipse.xml	ExpandToLevel5
Eclipse.xml	ExpressionTypeInfo
Eclipse.xml	ExternalJavaDoc
Eclipse.xml	ExtractMethod
Eclipse.xml	FileStructurePopup
Eclipse.xml	Find
Eclipse.xml	FindInPath
Eclipse.xml	FindNext
Eclipse.xml	FindPrevious
Eclipse.xml	FindPrevWordAtCaret
Eclipse.xml	FindUsages
Eclipse.xml	FindUsagesInFile
Eclipse.xml	FindWordAtCaret
